ENSG00000115414.21	12784.3523924028	3.16743363677005	0.201787374801652	15.6968870816794	1.5884776844391e-55	5.57650975899189e-52
EGeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
NSG00000115290.10	227.467740701886	2.7665452702584	0.212988522935241	12.989175342089	1.40937470734723e-38	1.90298109523584e-35
ENSG00000164099.3	200.409267867307	2.58369119261357	0.22486431055967	11.4900011752997	1.48109915513208e-30	1.3683017615807e-27
ENSG00000117594.10	2459.38169402056	2.50568574198806	0.238173002988363	10.5204440072936	6.95450776651555e-26	4.8828989930259e-23
ENSG00000169245.6	108.816948305222	6.61142801928446	0.638531660559456	10.3541115149902	4.00891278114102e-25	2.70647869412955e-22
ENSG00000112183.15	1031.33786106041	1.67137097684291	0.161947989426863	10.3204181957301	5.69744550794533e-25	3.70397262966535e-22
ENSG00000104368.19	11669.4646940643	1.28594265273587	0.129116527362883	9.9595511047298	2.29094769967162e-23	1.34043349907786e-20
ENSG00000183160.9	206.359656251929	2.32439238547794	0.237434473191009	9.78961628544999	1.2476847486458e-22	7.06471302999346e-20
ENSG00000127955.17	607.373837613372	2.01062074548231	0.211774745589037	9.49414784982931	2.22019799779624e-21	1.11346101300907e-18
ENSG00000102468.11	62.6869081582452	3.97028564968397	0.422263765051795	9.40238300863199	5.33410467431323e-21	2.60082053745056e-18
ENSG00000234745.13	880.908463989504	1.87514402037196	0.221845560349165	8.45247485422132	2.85191992702594e-17	1.08825544519753e-14
ENSG00000144331.20	539.168370393284	1.36100370236367	0.161476799444543	8.42847831419328	3.50189050380337e-17	1.30784434070767e-14
ENSG00000127863.16	5090.00328761441	1.23149405676373	0.148546977594172	8.29026666653663	1.12994850475758e-16	3.88901688313919e-14
ENSG00000128564.7	1867.10532265098	1.39329308709821	0.170477471875232	8.17288684406302	3.01096361524527e-16	1.01637392958462e-13
ENSG00000120217.14	868.53505919311	2.07114264506738	0.267230094967151	7.75040941897646	9.15967385922103e-15	2.77206474570529e-12
ENSG00000039560.14	3702.79114744314	1.25564199308157	0.17199077305609	7.30063578859591	2.86411074413269e-13	7.08080787207902e-11
ENSG00000105928.16	5180.73448249331	1.13072596315407	0.160748483677111	7.03413144117308	2.00506044613859e-12	4.45504126722413e-10
ENSG00000154027.19	811.456898785862	1.14589832669742	0.163618351105892	7.00348291589744	2.49676369678776e-12	5.41057940366859e-10
ENSG00000164683.18	740.633452455517	2.22400757375833	0.328246399603638	6.77542107527712	1.24044445065007e-11	2.36668711328921e-09
ENSG00000154153.15	197.767468163982	1.46616922913954	0.219160949588357	6.68992004229494	2.23292566984511e-11	4.08276502945741e-09
ENSG00000073756.13	279.175796813785	1.65911808775405	0.248544733942219	6.6753298749824	2.46676670004342e-11	4.35891225088173e-09
ENSG00000196878.15	8848.88505766102	1.23940580174451	0.188547854217818	6.57342830490501	4.91697546323845e-11	8.54531389170539e-09
ENSG00000175513.9	129.032911573193	2.28663581975727	0.362709625137287	6.3043152463676	2.89470784369602e-10	4.61916425276329e-08
ENSG00000095397.16	4890.14717062824	1.12111266979321	0.179643490572849	6.24076422818435	4.3543816524865e-10	6.64630096922569e-08
ENSG00000196358.11	5741.44297761964	1.49541813750239	0.23971887519741	6.23821606150499	4.42589079844473e-10	6.69721217112934e-08
ENSG00000065534.19	255.288534427649	1.46799055735374	0.241040939306686	6.09021256545118	1.12760866585802e-09	1.66327016065595e-07
ENSG00000154265.16	93.4993278697216	1.64414296989489	0.271029514415116	6.06628755337942	1.30900678380969e-09	1.8833603341157e-07
ENSG00000170485.17	96.4672600381303	1.4436709790233	0.240496780557258	6.00287029072969	1.93859485966661e-09	2.74420609449419e-07
ENSG00000151468.11	2437.23776689805	1.13336976243654	0.190243767602746	5.95746066595551	2.56187346305418e-09	3.48593526333256e-07
ENSG00000206503.13	6432.40601209735	1.12216778735971	0.188942323542718	5.93920814732648	2.86402047172487e-09	3.75165308508856e-07
ENSG00000071282.12	325.745514062196	1.22372359530497	0.211010877792169	5.79933891612096	6.65768562242728e-09	8.46828664713522e-07
ENSG00000204792.2	155.821209883451	1.78822347484099	0.308663291235997	5.79344394236293	6.89575091297329e-09	8.70799394067771e-07
